GRCh38_ENSG00000121753	GRCh38_ADGRB2
GRCh38_ENSG00000134668	GRCh38_SPOCD1
GRCh38_ENSG00000184007	GRCh38_PTP4A2
GRCh38_ENSG00000121774	GRCh38_KHDRBS1
GRCh38_ENSG00000121775	GRCh38_TMEM39B
GRCh38_ENSG00000025800	GRCh38_KPNA6
GRCh38_ENSG00000084652	GRCh38_TXLNA
GRCh38_ENSG00000160050	GRCh38_CCDC28B
GRCh38_ENSG00000160051	GRCh38_IQCC
GRCh38_ENSG00000222046	GRCh38_DCDC2B
GRCh38_ENSG00000160055	GRCh38_TMEM234
GRCh38_ENSG00000084623	GRCh38_EIF3I
GRCh38_ENSG00000183615	GRCh38_FAM167B
GRCh38_ENSG00000182866	GRCh38_LCK
GRCh38_ENSG00000116478	GRCh38_HDAC1
GRCh38_ENSG00000175130	GRCh38_MARCKSL1
GRCh38_ENSG00000162526	GRCh38_TSSK3
GRCh38_ENSG00000225828	GRCh38_FAM229A
GRCh38_ENSG00000160058	GRCh38_BSDC1
GRCh38_ENSG00000254553	GRCh38_AL033529.1
GRCh38_ENSG00000273274	GRCh38_ZBTB8B
GRCh38_ENSG00000160062	GRCh38_ZBTB8A
GRCh38_ENSG00000176261	GRCh38_ZBTB8OS
GRCh38_ENSG00000162521	GRCh38_RBBP4
GRCh38_ENSG00000162520	GRCh38_SYNC
GRCh38_ENSG00000162522	GRCh38_KIAA1522
GRCh38_ENSG00000134684	GRCh38_YARS
GRCh38_ENSG00000116497	GRCh38_S100PBP
GRCh38_ENSG00000160097	GRCh38_FNDC5
GRCh38_ENSG00000121905	GRCh38_HPCA
GRCh38_ENSG00000121900	GRCh38_TMEM54
GRCh38_ENSG00000116514	GRCh38_RNF19B
GRCh38_ENSG00000004455	GRCh38_AK2
GRCh38_ENSG00000142920	GRCh38_AZIN2
GRCh38_ENSG00000116525	GRCh38_TRIM62
GRCh38_ENSG00000160094	GRCh38_ZNF362
GRCh38_ENSG00000184389	GRCh38_A3GALT2
GRCh38_ENSG00000134686	GRCh38_PHC2
GRCh38_ENSG00000121903	GRCh38_ZSCAN20
GRCh38_ENSG00000121904	GRCh38_CSMD2
GRCh38_ENSG00000176256	GRCh38_HMGB4
GRCh38_ENSG00000142698	GRCh38_C1orf94
GRCh38_ENSG00000163866	GRCh38_SMIM12
GRCh38_ENSG00000189280	GRCh38_GJB5
GRCh38_ENSG00000189433	GRCh38_GJB4
GRCh38_ENSG00000188910	GRCh38_GJB3
GRCh38_ENSG00000187513	GRCh38_GJA4
GRCh38_ENSG00000116544	GRCh38_DLGAP3
GRCh38_ENSG00000284773	GRCh38_AC114490.3
GRCh38_ENSG00000271741	GRCh38_AC114490.2
GRCh38_ENSG00000243749	GRCh38_TMEM35B
GRCh38_ENSG00000163867	GRCh38_ZMYM6
GRCh38_ENSG00000197056	GRCh38_ZMYM1
GRCh38_ENSG00000116560	GRCh38_SFPQ
GRCh38_ENSG00000146463	GRCh38_ZMYM4
GRCh38_ENSG00000142687	GRCh38_KIAA0319L
GRCh38_ENSG00000020129	GRCh38_NCDN
GRCh38_ENSG00000116819	GRCh38_TFAP2E
GRCh38_ENSG00000126067	GRCh38_PSMB2
GRCh38_ENSG00000142686	GRCh38_C1orf216
GRCh38_ENSG00000092853	GRCh38_CLSPN
GRCh38_ENSG00000134698	GRCh38_AGO4
